iso_code,location,continent,year,total_vaccinations,fully_vaccinated_per_hundred,new_cases,new_deaths,population,cases_per_million,deaths_per_million,health_spending_pct_gdp,region,income_group
SWE,Sweden,Europe,2021,17617810.0,68.78,868479.0,5979.0,10549349,82325.36434238739,566.7648307018756,11.10180569,Europe & Central Asia,High income
CHE,Switzerland,Europe,2021,13846441.0,,818311.0,4646.0,8740471,93623.2154994851,531.5503020374988,12.00465584,Europe & Central Asia,High income
SYR,Syria,Asia,2021,1753522.0,3.53,39119.0,2202.0,22125242,1768.0710565787258,99.52433514625513,4.70613527,Middle East & North Africa,Low income
TWN,Taiwan,Asia,2021,34872136.0,67.63,,,23893396,,,,,
TJK,Tajikistan,Asia,2021,6605225.0,29.09,3938.0,35.0,9952789,395.6679881388021,3.5166022307917912,8.37504482,Europe & Central Asia,Lower middle income
TZA,Tanzania,Africa,2021,2431769.0,2.51,28797.0,716.0,65497752,439.66394449690426,10.931672891613136,3.47258258,Sub-Saharan Africa,Lower middle income
THA,Thailand,Asia,2021,105160269.0,64.6,2203829.0,21520.0,71697024,30738.081959998784,300.15192820276616,5.15337038,East Asia & Pacific,Upper middle income
TGO,Togo,Africa,2021,2413619.0,11.54,24437.0,178.0,8848700,2761.6486037497034,20.11594923548092,5.6165967,Sub-Saharan Africa,Low income
TKL,Tokelau,Oceania,2021,1936.0,51.14,0.0,0.0,1893,0.0,0.0,,,
TON,Tonga,Oceania,2021,130236.0,52.99,1.0,0.0,106867,9.357425585073035,0.0,7.63286686,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,North America,2021,1408384.0,43.68,81847.0,2593.0,1531043,53458.328734072136,1693.6167044295948,7.12624598,Latin America & Caribbean,High income
TUN,Tunisia,Africa,2021,12156566.0,47.93,592565.0,21097.0,12356116,47957.22215621803,1707.413559406532,6.97669458,Middle East & North Africa,Lower middle income
TUR,Turkey,Asia,2021,131646005.0,60.47,7153613.0,61679.0,85341248,83823.62770228062,722.7337476949012,4.56065559,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,Asia,2021,51746.0,0.3,0.0,0.0,6430777,0.0,0.0,5.49196625,Europe & Central Asia,Upper middle income
TCA,Turks and Caicos Islands,North America,2021,56343.0,59.34,2391.0,20.0,45726,52289.72575777457,437.3879193456676,,Latin America & Caribbean,High income
TUV,Tuvalu,Oceania,2021,12114.0,51.91,0.0,0.0,11335,0.0,0.0,19.54603577,East Asia & Pacific,Upper middle income
UGA,Uganda,Africa,2021,9763030.0,2.98,101276.0,2982.0,47249588,2143.4260971757044,63.11166141808474,5.48128128,Sub-Saharan Africa,Low income
UKR,Ukraine,Europe,2021,28457565.0,34.65,2617976.0,77255.0,39701744,65941.08309196694,1945.8842916321257,8.2027483,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,Asia,2021,22406584.0,95.96,548638.0,1501.0,9441138,58111.42682163951,158.9850715030328,5.30494308,Middle East & North Africa,High income
GBR,United Kingdom,Europe,2021,133312817.0,70.26,10230346.0,85684.0,67508936,151540.619748473,1269.2245660633725,12.01903439,Europe & Central Asia,High income
USA,United States,North America,2021,521797692.0,63.36,32988414.0,469667.0,338289856,97515.23261755741,1388.3567351188917,17.5063858,North America,High income
VIR,United States Virgin Islands,North America,2021,,,6028.0,65.0,99479,60595.703615838516,653.4042360699243,,Latin America & Caribbean,High income
URY,Uruguay,South America,2021,6988225.0,78.43,390891.0,6019.0,3422796,114202.24868791479,1758.5038664296674,8.91666222,Latin America & Caribbean,High income
UZB,Uzbekistan,Asia,2021,39036802.0,32.06,116776.0,860.0,34627648,3372.334153333198,24.835645782237364,7.69774151,Europe & Central Asia,Lower middle income
VUT,Vanuatu,Oceania,2021,152711.0,15.43,6.0,0.0,326744,18.362999779644003,0.0,4.54704428,East Asia & Pacific,Lower middle income
VAT,Vatican,Europe,2021,,,0.0,0.0,808,0.0,0.0,,,
VEN,Venezuela,South America,2021,30049714.0,41.02,331396.0,4302.0,28301700,11709.402615390594,152.00500323302134,4.10222006,Latin America & Caribbean,
VNM,Vietnam,Asia,2021,150935915.0,69.7,1650233.0,31179.0,98186856,16807.06631445659,317.54759516895007,4.53756857,East Asia & Pacific,Lower middle income
WLF,Wallis and Futuna,Oceania,2021,11939.0,51.08,449.0,7.0,11596,38720.24836150397,603.6564332528458,,,
YEM,Yemen,Asia,2021,547019.0,0.64,8015.0,1376.0,33696612,237.85774071292388,40.83496584166978,6.17542744,Middle East & North Africa,Low income
ZMB,Zambia,Africa,2021,1730165.0,6.08,211910.0,3315.0,20017670,10586.147139002693,165.60368914064424,6.63951397,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,Africa,2021,7264791.0,19.21,190783.0,4544.0,16320539,11689.748727048782,278.4221771106947,2.78571677,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,Asia,2022,12449870.0,26.15,49420.0,493.0,41128772,1201.5919172106574,11.98674251689304,23.0881691,South Asia,Low income
ALB,Albania,Europe,2022,3025728.0,44.68,125449.0,409.0,2842318,44136.159289706506,143.8966364776918,6.19368076,Europe & Central Asia,Upper middle income
DZA,Algeria,Africa,2022,15267442.0,14.43,54818.0,652.0,44903228,1220.8031012826073,14.52011423321281,3.6230433,Middle East & North Africa,Upper middle income
ASM,American Samoa,Oceania,2022,,,8255.0,34.0,44295,186364.14945253415,767.5809910825149,,East Asia & Pacific,High income
AND,Andorra,Europe,2022,156242.0,66.99,25956.0,19.0,79843,325087.98517089785,237.96701025763062,7.53678846,Europe & Central Asia,High income
AGO,Angola,Africa,2022,23701049.0,23.19,33928.0,183.0,35588996,953.3283827394288,5.142038848187793,2.92737579,Sub-Saharan Africa,Lower middle income
AIA,Anguilla,North America,2022,24441.0,65.33,2258.0,7.0,15877,142218.30320589532,440.8893367764691,,,
ATG,Antigua and Barbuda,North America,2022,136512.0,66.53,4877.0,28.0,93772,52009.12852450625,298.59659599880564,5.7299943,Latin America & Caribbean,High income
ARG,Argentina,South America,2022,112937078.0,76.48,4331223.0,12294.0,45510324,95170.12008088538,270.13650792730016,9.86305332,Latin America & Caribbean,Upper middle income
ARM,Armenia,Asia,2022,2150112.0,35.45,101102.0,765.0,2780472,36361.452300185,275.1331428620752,9.96212864,Europe & Central Asia,Upper middle income
ABW,Aruba,North America,2022,174138.0,78.89,26587.0,99.0,106459,249739.33627030122,929.9354681144854,,Latin America & Caribbean,High income
AUS,Australia,Oceania,2022,63583562.0,82.7,10327434.0,15439.0,26177410,394517.02823159355,589.783328449988,9.92687893,East Asia & Pacific,High income
AUT,Austria,Europe,2022,20351827.0,74.73,4426257.0,4984.0,8939617,495128.2588504631,557.5182918910284,11.15729332,Europe & Central Asia,High income
AZE,Azerbaijan,Asia,2022,13857111.0,46.94,211774.0,1722.0,10358078,20445.298828605075,166.247058575925,3.97840643,Europe & Central Asia,Upper middle income
BHS,Bahamas,North America,2022,364701.0,40.4,13861.0,120.0,409989,33808.22412308623,292.69077950871855,7.21692038,Latin America & Caribbean,High income
BHR,Bahrain,Asia,2022,3476633.0,83.33,417096.0,142.0,1472237,283307.64679871517,96.45186203036603,3.83745313,Middle East & North Africa,High income
BGD,Bangladesh,Asia,2022,334842984.0,73.41,453771.0,1379.0,171186368,2650.7426105331006,8.05554797447423,2.39038587,South Asia,Lower middle income
BRB,Barbados,North America,2022,380980.0,55.03,77886.0,308.0,281646,276538.63360388577,1093.5713626325244,6.29389191,Latin America & Caribbean,High income
BLR,Belarus,Europe,2022,17358735.0,66.42,301436.0,1634.0,9534956,31613.779864322394,171.36943264342278,6.65919876,Europe & Central Asia,Upper middle income
BEL,Belgium,Europe,2022,29498086.0,78.61,2631362.0,5048.0,11655923,225753.20718916896,433.0845356476703,10.76192474,Europe & Central Asia,High income
BLZ,Belize,North America,2022,501831.0,54.59,38174.0,96.0,405285,94190.50791418385,236.87035049409675,4.23173904,Latin America & Caribbean,Upper middle income
BEN,Benin,Africa,2022,4232541.0,20.54,3050.0,2.0,13352864,228.41541709703625,0.14978060137510577,2.67981386,Sub-Saharan Africa,Lower middle income
BMU,Bermuda,North America,2022,132042.0,74.22,12493.0,46.0,64207,194573.80036444624,716.4327877022755,,North America,High income
BTN,Bhutan,Asia,2022,2011426.0,86.61,59871.0,18.0,782457,76516.66481352969,23.004459030975504,4.38545895,South Asia,Lower middle income
BOL,Bolivia,South America,2022,14690530.0,50.4,571494.0,2750.0,12224114,46751.36373891801,224.96517948049242,8.43142891,Latin America & Caribbean,Lower middle income
BES,Bonaire Sint Eustatius and Saba,North America,2022,,,8477.0,17.0,27052,313359.4558627828,628.4193405293508,,,
BIH,Bosnia and Herzegovina,Europe,2022,1924950.0,26.17,113244.0,2939.0,3233530,35021.787334584806,908.9137877180667,8.71644783,Europe & Central Asia,Upper middle income
BWA,Botswana,Africa,2022,3121142.0,54.22,115549.0,347.0,2630300,43929.96996540319,131.9241151199483,5.72838593,Sub-Saharan Africa,Upper middle income
BRA,Brazil,South America,2022,480333910.0,81.22,13893600.0,74351.0,215313504,64527.304334799184,345.3150806556007,9.14277458,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,North America,2022,41453.0,58.28,4234.0,25.0,31332,135133.40993233756,797.9062938848461,,Latin America & Caribbean,High income
BRN,Brunei,Asia,2022,1283392.0,99.32,253168.0,87.0,449002,563846.0407748742,193.7630567347139,1.81768215,East Asia & Pacific,High income
BGR,Bulgaria,Europe,2022,4603029.0,30.59,546735.0,7508.0,6781955,80616.13502301328,1107.0554139624933,7.66357517,Europe & Central Asia,High income
BFA,Burkina Faso,Africa,2022,5117982.0,14.71,4966.0,78.0,22673764,219.019656374654,3.440099314785141,6.77182007,Sub-Saharan Africa,Low income
BDI,Burundi,Africa,2022,30480.0,0.22,25052.0,1.0,12889583,1943.5849864188779,0.07758202883677463,8.39522648,Sub-Saharan Africa,Low income
KHM,Cambodia,Asia,2022,45217130.0,87.11,18046.0,48.0,16767851,1076.2261663703953,2.8626208570197815,4.71089554,East Asia & Pacific,Lower middle income
CMR,Cameroon,Africa,2022,4003595.0,9.78,15317.0,114.0,27914542,548.7104176740568,4.083892904279067,4.47835922,Sub-Saharan Africa,Lower middle income
CAN,Canada,North America,2022,96303716.0,82.52,2514662.0,18901.0,38454328,65393.47144487871,491.51814588984627,11.23432541,North America,High income
CPV,Cape Verde,Africa,2022,859940.0,52.05,24177.0,60.0,593162,40759.522693631756,101.15280479868906,6.67440224,Sub-Saharan Africa,Lower middle income
CYM,Cayman Islands,North America,2022,150126.0,88.09,23086.0,26.0,68722,335933.1800587876,378.33590407729696,,Latin America & Caribbean,High income
CAF,Central African Republic,Africa,2022,2354281.0,34.68,3092.0,12.0,5579148,554.2064845743472,2.150866046213508,9.95509052,Sub-Saharan Africa,Low income
TCD,Chad,Africa,2022,3891785.0,20.45,1948.0,13.0,17723312,109.91173658738276,0.7334972154188789,4.52549791,Sub-Saharan Africa,Low income
CHL,Chile,South America,2022,62623838.0,90.27,3207034.0,23999.0,19603736,163593.00084432884,1224.205426965554,10.06172848,Latin America & Caribbean,High income
CHN,China,Asia,2022,3478094000.0,89.35,62314792.0,33296.0,1425887360,43702.46468837483,23.351073117023773,5.36948681,East Asia & Pacific,Upper middle income
COL,Colombia,South America,2022,89787647.0,71.09,1220085.0,12390.0,51874028,23520.151548670947,238.84784886957303,7.57361269,Latin America & Caribbean,Upper middle income
COM,Comoros,Africa,2022,835021.0,47.45,3379.0,7.0,836783,4038.083947690142,8.365370711403077,8.3803854,Sub-Saharan Africa,Lower middle income
COG,Congo,Africa,2022,833210.0,10.96,4974.0,19.0,5970430,833.1058231986641,3.1823503499747927,2.19224548,Sub-Saharan Africa,Lower middle income
COK,Cook Islands,Oceania,2022,40781.0,86.4,6625.0,1.0,17032,388973.69657116017,58.71301080319399,,,
CRI,Costa Rica,North America,2022,12606343.0,82.82,592164.0,1723.0,5180836,114298.92781782708,332.5718088740891,7.18368196,Latin America & Caribbean,Upper middle income
CIV,Cote d'Ivoire,Africa,2022,23755644.0,41.41,24086.0,123.0,28160548,855.3100600172979,4.367812728644344,3.6424129,Sub-Saharan Africa,Lower middle income
HRV,Croatia,Europe,2022,5354058.0,55.84,568664.0,5236.0,4030361,141095.05327190293,1299.1392086217586,7.21545315,Europe & Central Asia,High income
CUB,Cuba,North America,2022,42712334.0,89.22,147220.0,210.0,11212198,13130.342507329962,18.729601457270018,11.78683186,Latin America & Caribbean,Upper middle income
CUW,Curacao,North America,2022,256029.0,52.29,27408.0,113.0,191173,143367.52574892898,591.0876535912498,,Latin America & Caribbean,High income
CYP,Cyprus,Europe,2022,1797542.0,72.1,478661.0,618.0,896007,534215.6925113308,689.7267543668744,8.87060547,Europe & Central Asia,High income
CZE,Czechia,Europe,2022,18601405.0,65.69,2091075.0,6111.0,10493990,199264.05494954734,582.3333164983004,8.79904652,Europe & Central Asia,High income
COD,Democratic Republic of Congo,Africa,2022,9988117.0,6.92,20026.0,257.0,99010216,202.26195648335926,2.5956917415471548,3.78614616,Sub-Saharan Africa,Low income
DNK,Denmark,Europe,2022,14929608.0,80.09,2684288.0,4515.0,5882259,456336.24768987566,767.5622579692597,9.4758625,Europe & Central Asia,High income
DJI,Djibouti,Africa,2022,338051.0,26.5,2122.0,0.0,1120851,1893.204359901539,0.0,2.49675012,Middle East & North Africa,Lower middle income
DMA,Dominica,North America,2022,67647.0,42.14,9201.0,29.0,72758,126460.32051458259,398.5815992743066,6.31969738,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,North America,2022,16171774.0,54.07,244700.0,147.0,11228821,21792.136503022,13.091312079870185,4.57254791,Latin America & Caribbean,Upper middle income
TLS,East Timor,Asia,2022,1984560.0,58.93,3555.0,16.0,1341298,2650.417729691687,11.928743649807872,14.32454681,East Asia & Pacific,Lower middle income
ECU,Ecuador,South America,2022,39296436.0,78.97,499095.0,2287.0,18001002,27725.95658841658,127.04848318999132,7.53457022,Latin America & Caribbean,Upper middle income
EGY,Egypt,Africa,2022,100993230.0,36.12,134994.0,3231.0,110990096,1216.2706841878935,29.11070551736436,4.70438385,Middle East & North Africa,Lower middle income
SLV,El Salvador,North America,2022,11289175.0,68.56,80044.0,412.0,6336393,12632.423525497867,65.02121948559693,9.84079742,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,Africa,2022,488738.0,12.78,3557.0,8.0,1674916,2123.6885909502325,4.776358933821159,2.91350007,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,Africa,2022,,,2316.0,31.0,3684041,628.657498654331,8.41467290944916,3.87447667,Sub-Saharan Africa,Low income
EST,Estonia,Europe,2022,2101403.0,64.93,367408.0,899.0,1326064,277066.5669228635,677.9461624778291,6.98701143,Europe & Central Asia,High income
SWZ,Eswatini,Africa,2022,773579.0,28.47,9640.0,150.0,1201680,8022.102389987351,124.82524465747953,7.2226615,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,Africa,2022,52509414.0,29.75,101346.0,678.0,123379928,821.4139985557456,5.4952212324195875,2.85274577,Sub-Saharan Africa,Low income
FLK,Falkland Islands,South America,2022,,,1842.0,0.0,3801,484609.3133385951,0.0,,,
FRO,Faroe Islands,Europe,2022,103894.0,76.99,29508.0,15.0,53117,555528.36191803,282.3954666114427,,Europe & Central Asia,High income
FJI,Fiji,Oceania,2022,1551184.0,68.89,15758.0,184.0,929769,16948.295759484346,197.8986178287295,4.00910091,East Asia & Pacific,Upper middle income
FIN,Finland,Europe,2022,13149072.0,78.44,1133314.0,6862.0,5540745,204541.8080059631,1238.461614818946,9.6589222,Europe & Central Asia,High income
FRA,France,Europe,2022,153458028.0,78.38,29279621.0,37502.0,67813000,431770.02934540575,553.0208072198546,11.8819046,Europe & Central Asia,High income
GUF,French Guiana,South America,2022,,,50547.0,76.0,304568,165962.93766909195,249.5337658585275,,,
PYF,French Polynesia,Oceania,2022,497169.0,60.75,31528.0,13.0,306292,102934.45470335496,42.44315881577057,,East Asia & Pacific,High income
GAB,Gabon,Africa,2022,572672.0,10.77,10109.0,19.0,2388997,4231.4829194009035,7.953128446791687,2.85591531,Sub-Saharan Africa,Upper middle income
GMB,Gambia,Africa,2022,815861.0,16.79,2450.0,30.0,2705995,905.3970905341658,11.086494986132642,3.41435836,Sub-Saharan Africa,Low income
GEO,Georgia,Asia,2022,2930677.0,34.08,884811.0,3386.0,3744385,236303.42499502588,904.2873529297868,7.25569582,Europe & Central Asia,Upper middle income
DEU,Germany,Europe,2022,191587054.0,76.23,30227893.0,48046.0,83369840,362575.8787590332,576.2995346998388,12.60513115,Europe & Central Asia,High income
GHA,Ghana,Africa,2022,21400939.0,27.43,29743.0,174.0,33475870,888.490724811633,5.1977737994561455,3.6993649,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,Europe,2022,132810.0,100.0,12133.0,10.0,32677,371300.9150166784,306.02564494904675,,Europe & Central Asia,High income
GRC,Greece,Europe,2022,22017133.0,73.6,3938076.0,14471.0,10384972,379209.11101156555,1393.4558513975774,8.49983692,Europe & Central Asia,High income
GRL,Greenland,North America,2022,79738.0,68.17,9830.0,20.0,56494,174000.77884377103,354.0198959181506,,Europe & Central Asia,High income
GRD,Grenada,North America,2022,90507.0,31.07,13704.0,38.0,125459,109230.90412007109,302.8877960130401,4.94846392,Latin America & Caribbean,Upper middle income
GLP,Guadeloupe,North America,2022,,,144193.0,168.0,395762,364342.7110232918,424.4975515587651,,,
GUM,Guam,Oceania,2022,,,34678.0,141.0,171783,201870.9651129623,820.8029898185501,,East Asia & Pacific,High income
GTM,Guatemala,North America,2022,19955569.0,39.38,570615.0,3895.0,17843914,31978.12991028762,218.2817065807423,7.44098806,Latin America & Caribbean,Upper middle income
GGY,Guernsey,Europe,2022,178525.0,83.23,27148.0,37.0,63329,428681.96245006233,584.2505013500923,,,
GIN,Guinea,Africa,2022,8749048.0,23.77,7081.0,77.0,13859349,510.918658589231,5.555816510573476,3.95847702,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,Africa,2022,592609.0,17.16,2481.0,27.0,2105580,1178.2976662012368,12.823070127945744,8.11358356,Sub-Saharan Africa,Low income
GUY,Guyana,South America,2022,953690.0,47.0,32962.0,244.0,808727,40757.88244982546,301.70873483882696,3.00636959,Latin America & Caribbean,High income
HTI,Haiti,North America,2022,510611.0,2.05,7938.0,94.0,11585003,685.1961971870011,8.113938339075096,3.20848918,Latin America & Caribbean,Lower middle income
HND,Honduras,North America,2022,16788825.0,55.19,84612.0,634.0,10432858,8110.145848817266,60.769541768899764,8.28209972,Latin America & Caribbean,Lower middle income
HKG,Hong Kong,Asia,2022,20338748.0,90.64,,,7488863,,,,East Asia & Pacific,High income
HUN,Hungary,Europe,2022,16701238.0,62.28,944089.0,10132.0,9967304,94718.59190810274,1016.5236256464134,6.68981791,Europe & Central Asia,High income
ISL,Iceland,Europe,2022,805469.0,77.82,183007.0,149.0,372903,490763.01343781094,399.56771600121215,9.28593922,Europe & Central Asia,High income
IND,India,Asia,2022,2200989986.0,67.12,9890304.0,51011.0,1417173120,6978.896128089135,35.99489665736815,3.3058846,South Asia,Lower middle income
IDN,Indonesia,Asia,2022,443173913.0,62.63,2454365.0,16482.0,275501344,8908.722419880463,59.82547947207111,2.69394851,East Asia & Pacific,Upper middle income
IRN,Iran,Asia,2022,154773070.0,66.08,1377826.0,13325.0,88550568,15559.764675930708,150.47898958705719,5.34889174,Middle East & North Africa,Upper middle income
IRQ,Iraq,Asia,2022,19552980.0,17.85,373061.0,1252.0,44496124,8384.123525006358,28.13728224957302,4.29332495,Middle East & North Africa,Upper middle income
IRL,Ireland,Europe,2022,11109230.0,80.88,993671.0,2383.0,5023108,197819.95529461044,474.4074783978366,6.11978531,Europe & Central Asia,High income
IMN,Isle of Man,Europe,2022,189994.0,79.38,24095.0,49.0,84534,285033.2410627676,579.6484254856034,,Europe & Central Asia,High income
ISR,Israel,Asia,2022,18609154.0,65.18,3391936.0,3775.0,9449000,358973.01301725046,399.51317599746005,7.34161806,Middle East & North Africa,High income
ITA,Italy,Europe,2022,144048328.0,81.2,19438072.0,47638.0,59037472,329249.7348124933,806.9112444381087,9.02753067,Europe & Central Asia,High income
JAM,Jamaica,North America,2022,1506682.0,26.3,60436.0,1001.0,2827382,21375.251027275408,354.03776355653395,7.77706337,Latin America & Caribbean,Upper middle income
JPN,Japan,Asia,2022,373165262.0,83.22,26534616.0,37426.0,123951696,214072.23020167468,301.9402009634463,11.42183685,East Asia & Pacific,High income
JEY,Jersey,Europe,2022,266239.0,73.86,47914.0,57.0,110796,432452.43510596047,514.4590057402794,,,
JOR,Jordan,Asia,2022,10057975.0,40.39,695576.0,1678.0,11285875,61632.4387785617,148.6814270049952,6.82820034,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,Asia,2022,20918681.0,54.72,422357.0,872.0,19397998,21773.226288609785,44.95309258202831,3.74026752,Europe & Central Asia,Upper middle income
KEN,Kenya,Africa,2022,23063539.0,20.05,61112.0,329.0,54027484,1131.128001444598,6.089493266056957,4.32603645,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,Oceania,2022,193491.0,56.3,3430.0,13.0,131237,26135.922034182433,99.05743045025412,10.49855042,East Asia & Pacific,Lower middle income
KWT,Kuwait,Asia,2022,8255386.0,78.32,248007.0,102.0,4268886,58096.42140830184,23.893821479421096,4.26875782,Middle East & North Africa,High income
KGZ,Kyrgyzstan,Asia,2022,3369942.0,20.53,19564.0,164.0,6630621,2950.553198561643,24.733731576574804,4.92258883,Europe & Central Asia,Lower middle income
LAO,Laos,Asia,2022,11111066.0,69.36,111411.0,346.0,7529477,14796.645238440864,45.95272686270241,2.01825476,East Asia & Pacific,Lower middle income
LVA,Latvia,Europe,2022,2895716.0,70.57,699090.0,2196.0,1850654,377752.94571540656,1186.6075452245532,7.62168407,Europe & Central Asia,High income
LBN,Lebanon,Asia,2022,5814699.0,43.98,510867.0,1717.0,5489744,93058.43769764128,312.76503968126747,5.73500204,Middle East & North Africa,Lower middle income
LSO,Lesotho,Africa,2022,1259488.0,40.16,6308.0,41.0,2305826,2735.6791015453896,17.781046791908842,12.65127754,Sub-Saharan Africa,Lower middle income
LBR,Liberia,Africa,2022,4460668.0,70.36,1822.0,7.0,5302690,343.5991921081564,1.3200847117217864,13.47386169,Sub-Saharan Africa,Low income
LBY,Libya,Africa,2022,3716080.0,18.05,122458.0,796.0,6812344,17975.897870101686,116.84671237976238,4.65005827,Middle East & North Africa,Upper middle income
LIE,Liechtenstein,Europe,2022,74154.0,,15222.0,18.0,39355,386786.93939778936,457.375174691907,,Europe & Central Asia,High income
LTU,Lithuania,Europe,2022,4539926.0,68.36,770216.0,2167.0,2750058,280072.6384679887,787.9833807141522,7.24335003,Europe & Central Asia,High income
LUX,Luxembourg,Europe,2022,1371220.0,,268979.0,320.0,647601,415346.7953261344,494.1314173387626,5.55154753,Europe & Central Asia,High income
MAC,Macao,Asia,2022,1785391.0,91.87,,,695180,,,,East Asia & Pacific,High income
MDG,Madagascar,Africa,2022,2426238.0,6.84,17456.0,389.0,29611718,589.49636086633,13.136691359819109,3.25023246,Sub-Saharan Africa,Low income
MWI,Malawi,Africa,2022,6367571.0,15.16,17566.0,357.0,20405318,860.8540185455576,17.495439179139478,6.50023508,Sub-Saharan Africa,Low income
MYS,Malaysia,Asia,2022,72357376.0,81.14,2282127.0,5501.0,33938216,67243.57579667712,162.08866134861066,3.90591931,East Asia & Pacific,Upper middle income
MDV,Maldives,Asia,2022,951419.0,73.52,90814.0,50.0,523798,173375.9960900958,95.45664550074648,9.65276241,South Asia,Upper middle income
MLI,Mali,Africa,2022,4468360.0,11.83,12757.0,90.0,22593598,564.6289714458052,3.9834292882435105,3.67284775,Sub-Saharan Africa,Low income
MLT,Malta,Europe,2022,1376966.0,88.38,68801.0,341.0,533293,129011.63150463255,639.4233563913272,9.52376747,Middle East & North Africa,High income
MHL,Marshall Islands,Oceania,2022,,,15540.0,17.0,41593,373620.5611521169,408.72262159497996,11.73604298,East Asia & Pacific,Upper middle income
MTQ,Martinique,North America,2022,,,179562.0,304.0,367512,488588.1277346046,827.1838742680511,,,
MRT,Mauritania,Africa,2022,4066473.0,32.46,22975.0,135.0,4736146,4850.990657804889,28.50418884890795,4.48389912,Sub-Saharan Africa,Lower middle income
MUS,Mauritius,Africa,2022,2612729.0,83.74,201116.0,277.0,1299478,154766.76019139992,213.1625160256657,5.82381678,Sub-Saharan Africa,Upper middle income
MYT,Mayotte,Africa,2022,,,20681.0,2.0,326113,63416.66845541269,6.132843523563918,,,
MEX,Mexico,North America,2022,223158993.0,64.19,3243611.0,28067.0,127504120,25439.26423710857,220.12622023507944,5.72145176,Latin America & Caribbean,Upper middle income
FSM,Micronesia (country),Oceania,2022,,,22069.0,58.0,114178,193285.92198146755,507.9787699907162,10.34470272,East Asia & Pacific,Lower middle income
MDA,Moldova,Europe,2022,2266205.0,32.81,221751.0,1745.0,3272993,67751.74893438513,533.151155532566,6.96505404,Europe & Central Asia,Upper middle income
MCO,Monaco,Europe,2022,,,11834.0,27.0,36491,324299.1422542545,739.9084705817872,3.39779735,Europe & Central Asia,High income
MNG,Mongolia,Asia,2022,5492919.0,64.02,316364.0,155.0,3398373,93092.78292877208,45.61006104980236,8.85170174,East Asia & Pacific,Upper middle income
MNE,Montenegro,Europe,2022,679171.0,45.43,85963.0,340.0,627082,137084.14529519266,542.1938438673092,10.92241859,Europe & Central Asia,Upper middle income
MSR,Montserrat,North America,2022,4619.0,44.23,1358.0,7.0,4413,307727.1697258101,1586.222524359846,,,
MAR,Morocco,Africa,2022,55357504.0,62.78,315657.0,1467.0,37457976,8426.963592480277,39.16388862014328,5.68049145,Middle East & North Africa,Lower middle income
MOZ,Mozambique,Africa,2022,29140427.0,55.96,66108.0,270.0,32969520,2005.124733390113,8.18938219300736,8.77717781,Sub-Saharan Africa,Low income
MMR,Myanmar,Asia,2022,64549994.0,50.84,103999.0,236.0,54179312,1919.5334189551909,4.355906180573132,5.20476246,East Asia & Pacific,Lower middle income
NAM,Namibia,Africa,2022,972893.0,20.49,24181.0,471.0,2567024,9419.857391282669,183.48094914578127,9.29635525,Sub-Saharan Africa,Upper middle income
NRU,Nauru,Oceania,2022,25172.0,67.65,4621.0,1.0,12691,364116.30289181304,78.79599716334411,18.17031097,East Asia & Pacific,High income
NPL,Nepal,Asia,2022,60184003.0,78.75,173695.0,434.0,30547586,5686.046681397345,14.207341948394875,6.65589333,South Asia,Lower middle income
NLD,Netherlands,Europe,2022,39558523.0,66.98,5480565.0,2016.0,17564020,312033.63466905645,114.78010159405422,10.10068321,Europe & Central Asia,High income
NCL,New Caledonia,Oceania,2022,469996.0,63.5,66445.0,34.0,289959,229153.08716059857,117.25795715946047,,East Asia & Pacific,High income
NZL,New Zealand,Oceania,2022,11956243.0,79.81,2014452.0,2238.0,5185289,388493.6789444137,431.6056443527063,10.02858067,East Asia & Pacific,High income
NIC,Nicaragua,North America,2022,12098543.0,85.36,1834.0,29.0,6948395,263.9458464868506,4.173625707807342,8.95364857,Latin America & Caribbean,Lower middle income
NER,Niger,Africa,2022,7187711.0,20.25,2218.0,40.0,26207982,84.6307052561315,1.5262525745019209,4.35259724,Sub-Saharan Africa,Low income
NGA,Nigeria,Africa,2022,102292641.0,27.39,30401.0,141.0,218541216,139.1087711345031,0.6451872218007609,4.27090406,Sub-Saharan Africa,Lower middle income
NIU,Niue,Oceania,2022,4920.0,83.71,335.0,0.0,1952,171618.8524590164,0.0,,,
PRK,North Korea,Asia,2022,,,0.0,0.0,26069416,0.0,0.0,,East Asia & Pacific,Low income
MKD,North Macedonia,Europe,2022,1862610.0,40.03,122279.0,1524.0,2093606,58405.92738079658,727.9306612610013,7.6204114,Europe & Central Asia,Upper middle income
