iso_code,location,continent,year,total_vaccinations,fully_vaccinated_per_hundred,new_cases,new_deaths,population,cases_per_million,deaths_per_million,health_spending_pct_gdp,region,income_group
MNP,Northern Mariana Islands,Oceania,2022,,,10343.0,30.0,49574,208637.5922862791,605.155928510913,,East Asia & Pacific,High income
NOR,Norway,Europe,2022,12145560.0,74.61,1099234.0,3410.0,5434324,202276.12486852088,627.4929503651236,7.94803333,Europe & Central Asia,High income
OMN,Oman,Asia,2022,7108547.0,66.62,94250.0,148.0,4576300,20595.240696632653,32.340537115136684,2.9162159,Middle East & North Africa,High income
PAK,Pakistan,Asia,2022,317080887.0,55.71,282570.0,1730.0,235824864,1198.219709351767,7.335952497358378,2.90434051,South Asia,Lower middle income
PLW,Palau,Oceania,2022,,,5960.0,9.0,18084,329573.103295731,497.6775049767751,14.28555965,East Asia & Pacific,High income
PSE,Palestine,Asia,2022,3748571.0,33.85,234785.0,808.0,5250076,44720.305001299035,153.9025339823652,9.73336029,Middle East & North Africa,Lower middle income
PAN,Panama,North America,2022,8688567.0,71.75,537401.0,1158.0,4408582,121898.83277661615,262.66949327470826,8.46561432,Latin America & Caribbean,High income
PNG,Papua New Guinea,Oceania,2022,700257.0,3.0,10562.0,79.0,10142625,1041.3477773258894,7.788910661687679,2.61825109,East Asia & Pacific,Lower middle income
PRY,Paraguay,South America,2022,9486776.0,52.06,256963.0,3068.0,6780745,37895.98340595318,452.4576576762583,7.73804235,Latin America & Caribbean,Upper middle income
PER,Peru,South America,2022,86772984.0,83.54,2165893.0,15553.0,34049588,63609.9620353703,456.7749835915783,6.0930872,Latin America & Caribbean,Upper middle income
PHL,Philippines,Asia,2022,169779996.0,63.97,1220895.0,14062.0,115559008,10565.121846667289,121.68674898974557,5.15676308,East Asia & Pacific,Lower middle income
PCN,Pitcairn,Oceania,2022,117.0,100.0,4.0,0.0,47,85106.3829787234,0.0,,,
POL,Poland,Europe,2022,57786691.0,56.76,2314550.0,24145.0,39857144,58071.14528828257,605.7885130956699,6.39626455,Europe & Central Asia,High income
PRT,Portugal,Europe,2022,28058542.0,86.7,4267920.0,6885.0,10270857,415536.89239369216,670.3432829412385,10.46883011,Europe & Central Asia,High income
PRI,Puerto Rico,North America,2022,,,878705.0,2240.0,3252412,270170.26133220515,688.7196333059895,,Latin America & Caribbean,High income
QAT,Qatar,Asia,2022,7601367.0,100.0,240191.0,71.0,2695131,89120.34331540842,26.34380295429053,2.18112326,Middle East & North Africa,High income
REU,Reunion,Africa,2022,,,414864.0,505.0,974062,425911.2869611996,518.447491022132,,,
ROU,Romania,Europe,2022,16827486.0,41.28,1502652.0,8805.0,19659270,76434.78114904571,447.88031295159993,5.7490139,Europe & Central Asia,High income
RUS,Russia,Europe,2022,183889038.0,54.54,11372272.0,89165.0,144713312,78584.83675641395,616.1492593024199,6.91986275,Europe & Central Asia,High income
RWA,Rwanda,Africa,2022,26106436.0,67.32,28408.0,121.0,13776702,2062.0319725286936,8.782943842437762,7.8792119,Sub-Saharan Africa,Low income
BLM,Saint Barthelemy,North America,2022,,,3676.0,1.0,10994,334364.1986538112,90.9587047480444,,,
SHN,Saint Helena,Africa,2022,,,2166.0,0.0,5401,401036.8450286984,0.0,,,
KNA,Saint Kitts and Nevis,North America,2022,64297.0,56.63,3726.0,18.0,47681,78144.33422117826,377.5088609718756,5.56801701,Latin America & Caribbean,High income
LCA,Saint Lucia,North America,2022,122977.0,30.56,16473.0,114.0,179872,91581.79149617505,633.7840241949831,5.01938295,Latin America & Caribbean,Upper middle income
MAF,Saint Martin (French part),North America,2022,,,8062.0,7.0,31816,253394.51848126727,220.01508674880563,,Latin America & Caribbean,High income
SPM,Saint Pierre and Miquelon,North America,2022,,,3250.0,2.0,5885,552251.486830926,339.8470688190314,,,
VCT,Saint Vincent and the Grenadines,North America,2022,72979.0,30.25,3678.0,37.0,103959,35379.33223674718,355.90954126145886,4.68767738,Latin America & Caribbean,Upper middle income
WSM,Samoa,Oceania,2022,448784.0,79.88,16268.0,29.0,222390,73150.77116776833,130.40154683214172,6.3012085,East Asia & Pacific,Lower middle income
SMR,San Marino,Europe,2022,69338.0,70.15,15366.0,23.0,33690,456099.732858415,682.695161769071,7.40650225,Europe & Central Asia,High income
STP,Sao Tome and Principe,Africa,2022,228291.0,45.72,2535.0,20.0,227393,11148.100425254956,87.95345503159729,7.46419811,Sub-Saharan Africa,Lower middle income
SAU,Saudi Arabia,Asia,2022,60953969.0,66.47,274360.0,638.0,36408824,7535.535890969727,17.523224589731324,4.62462378,Middle East & North Africa,High income
SEN,Senegal,Africa,2022,2709648.0,7.83,14547.0,78.0,17316452,840.068161768935,4.504386926374988,4.06358385,Sub-Saharan Africa,Lower middle income
SRB,Serbia,Europe,2022,8534688.0,47.71,1150237.0,4927.0,6871547,167391.2730277476,717.0146693313746,9.65742779,Europe & Central Asia,Upper middle income
SYC,Seychelles,Africa,2022,219489.0,76.22,25974.0,46.0,107135,242441.77906379802,429.36482008680633,4.2375164,Sub-Saharan Africa,High income
SLE,Sierra Leone,Africa,2022,6158679.0,40.03,1101.0,3.0,8605723,127.9381174597416,0.34860522468594446,7.94752312,Sub-Saharan Africa,Low income
SGP,Singapore,Asia,2022,14727569.0,90.74,1916126.0,889.0,5637022,339918.13407859684,157.70738521155317,4.89702511,East Asia & Pacific,High income
SXM,Sint Maarten (Dutch part),North America,2022,65515.0,60.32,6240.0,14.0,44192,141202.02751629255,316.7994207096307,,Latin America & Caribbean,High income
SVK,Slovakia,Europe,2022,5754313.0,45.68,1033058.0,4405.0,5643455,183054.1751462535,780.5502125914,7.73064041,Europe & Central Asia,High income
SVN,Slovenia,Europe,2022,2996643.0,57.66,843961.0,2712.0,2119843,398124.2950539262,1279.3400265963094,9.60507679,Europe & Central Asia,High income
SLB,Solomon Islands,Oceania,2022,625956.0,35.12,21589.0,153.0,724272,29807.86223960059,211.24660348598317,4.82369328,East Asia & Pacific,Lower middle income
SOM,Somalia,Africa,2022,8520930.0,35.94,3768.0,28.0,17597508,214.12122671005463,1.5911343810725929,2.62183189,Sub-Saharan Africa,Low income
ZAF,South Africa,Africa,2022,38050611.0,35.13,640295.0,11795.0,59893884,10690.490534893346,196.9316266081525,8.77086639,Sub-Saharan Africa,Upper middle income
KOR,South Korea,Asia,2022,129647782.0,85.6,28047388.0,26582.0,51815808,541290.1792441411,513.0094661459299,9.43414211,East Asia & Pacific,High income
SSD,South Sudan,Africa,2022,2310167.0,20.25,3558.0,3.0,10913172,326.0280329128873,0.27489716097208033,6.76125622,Sub-Saharan Africa,Low income
ESP,Spain,Europe,2022,104186558.0,85.62,7654824.0,27668.0,47558632,160955.51276580035,581.7661029442562,9.73828793,Europe & Central Asia,High income
LKA,Sri Lanka,Asia,2022,40116590.0,67.57,88202.0,1931.0,21832150,4040.005221657051,88.44754181333492,4.36269855,South Asia,Lower middle income
SDN,Sudan,Africa,2022,13711970.0,17.71,17405.0,1696.0,46874200,371.3130037419306,36.18195083862765,4.61874437,Sub-Saharan Africa,Low income
SUR,Suriname,South America,2022,505699.0,38.49,30018.0,207.0,618046,48569.20035078295,334.92652650449963,5.91760969,Latin America & Caribbean,Upper middle income
SWE,Sweden,Europe,2022,25511046.0,71.95,1385273.0,6701.0,10549349,131313.60048852302,635.2050728438314,10.49857044,Europe & Central Asia,High income
CHE,Switzerland,Europe,2022,16877061.0,,3121455.0,2037.0,8740471,357126.6353952779,233.0538022493296,11.70653343,Europe & Central Asia,High income
SYR,Syria,Asia,2022,4940436.0,10.06,7372.0,292.0,22125242,333.1940956849195,13.197595759630563,4.15098715,Middle East & North Africa,Low income
TWN,Taiwan,Asia,2022,64721772.0,86.33,,,23893396,,,,,
TJK,Tajikistan,Asia,2022,18871161.0,51.95,293.0,0.0,9952789,29.438984389199852,0.0,7.62917423,Europe & Central Asia,Lower middle income
TZA,Tanzania,Africa,2022,35994687.0,44.69,13045.0,108.0,65497752,199.1671408814153,1.6489115534835457,3.1119566,Sub-Saharan Africa,Lower middle income
THA,Thailand,Asia,2022,142635014.0,74.6,2511838.0,12014.0,71697024,35034.0622227221,167.5662298061353,5.35470581,East Asia & Pacific,Upper middle income
TGO,Togo,Africa,2022,3396543.0,16.45,11349.0,44.0,8848700,1282.5612801880502,4.972481833489665,6.04134083,Sub-Saharan Africa,Low income
TKL,Tokelau,Oceania,2022,5374.0,100.0,5.0,0.0,1893,2641.310089804543,0.0,,,
TON,Tonga,Oceania,2022,202604.0,72.06,16411.0,12.0,106867,153564.71127663358,112.28910702087643,8.13607597,East Asia & Pacific,Upper middle income
TTO,Trinidad and Tobago,North America,2022,1580898.0,46.82,96938.0,1559.0,1531043,63315.00813497727,1018.2601011206086,6.43106365,Latin America & Caribbean,High income
TUN,Tunisia,Africa,2022,13172572.0,51.74,424682.0,3756.0,12356116,34370.18558258923,303.9790173546445,6.96380186,Middle East & North Africa,Lower middle income
TUR,Turkey,Asia,2022,152543341.0,62.31,7717691.0,20116.0,85341248,90433.30371733021,235.71251266445037,3.70338893,Europe & Central Asia,Upper middle income
TKM,Turkmenistan,Asia,2022,8286809.0,45.41,0.0,0.0,6430777,0.0,0.0,5.37103748,Europe & Central Asia,Upper middle income
TCA,Turks and Caicos Islands,North America,2022,72837.0,66.24,3244.0,10.0,45726,70944.3205178673,218.6939596728338,,Latin America & Caribbean,High income
TUV,Tuvalu,Oceania,2022,25591.0,82.24,2779.0,0.0,11335,245169.8279664755,0.0,18.38210106,East Asia & Pacific,Upper middle income
UGA,Uganda,Africa,2022,26299538.0,27.43,34799.0,350.0,47249588,736.4931943956846,7.407471997427787,4.39089251,Sub-Saharan Africa,Low income
UKR,Ukraine,Europe,2022,31668577.0,38.17,1709592.0,15716.0,39701744,43060.87913921363,395.8516280796128,,Europe & Central Asia,Upper middle income
ARE,United Arab Emirates,Asia,2022,24922054.0,100.0,297019.0,192.0,9441138,31460.084578787002,20.336531464745036,4.67550945,Middle East & North Africa,High income
GBR,United Kingdom,Europe,2022,151248820.0,75.19,11584258.0,39186.0,67508936,171595.92027935383,580.4564894934798,11.05087757,Europe & Central Asia,High income
USA,United States,North America,2022,666952241.0,69.15,47140633.0,267389.0,338289856,139349.82726765535,790.4138869597083,16.49613953,North America,High income
VIR,United States Virgin Islands,North America,2022,,,15727.0,39.0,99479,158093.66801033384,392.0425416419546,,Latin America & Caribbean,High income
URY,Uruguay,South America,2022,8785446.0,84.79,605249.0,1400.0,3422796,176828.82649155837,409.02233145066197,8.94532204,Latin America & Caribbean,High income
UZB,Uzbekistan,Asia,2022,71888007.0,51.14,50507.0,156.0,34627648,1458.5743738644912,4.505070630266312,7.36325455,Europe & Central Asia,Lower middle income
VUT,Vanuatu,Oceania,2022,293584.0,40.31,12006.0,14.0,326744,36744.362559067646,42.846999485836,4.14742947,East Asia & Pacific,Lower middle income
VAT,Vatican,Europe,2022,,,0.0,0.0,808,0.0,0.0,,,
VEN,Venezuela,South America,2022,37860994.0,52.88,106845.0,518.0,28301700,3775.2149164184484,18.302787465063936,4.55047369,Latin America & Caribbean,
VNM,Vietnam,Asia,2022,265336568.0,87.29,9872529.0,11970.0,98186856,100548.3768621739,121.91041130800645,4.58891582,East Asia & Pacific,Lower middle income
WLF,Wallis and Futuna,Oceania,2022,17959.0,58.59,2962.0,0.0,11596,255432.9078992756,0.0,,,
ESH,Western Sahara,Africa,2022,,,,,576005,,,,,
YEM,Yemen,Asia,2022,1238962.0,2.25,1834.0,176.0,33696612,54.42683673955114,5.223077026260087,6.18666697,Middle East & North Africa,Low income
ZMB,Zambia,Africa,2022,12583850.0,42.74,102485.0,325.0,20017670,5119.726721441607,16.235655798102375,5.25592279,Sub-Saharan Africa,Lower middle income
ZWE,Zimbabwe,Africa,2022,12222754.0,29.11,56198.0,750.0,16320539,3443.3911772154097,45.95436461994301,3.62880659,Sub-Saharan Africa,Lower middle income
AFG,Afghanistan,Asia,2023,22964750.0,44.67,23053.0,128.0,41128772,560.5078605313089,3.1121765561101604,,South Asia,Low income
ALB,Albania,Europe,2023,3088966.0,45.01,1926.0,8.0,2842318,677.6159458582748,2.814604136482969,,Europe & Central Asia,Upper middle income
DZA,Algeria,Africa,2023,,,816.0,0.0,44903228,18.17241290537063,0.0,,Middle East & North Africa,Upper middle income
ASM,American Samoa,Oceania,2023,,,93.0,0.0,44295,2099.559769725703,0.0,,East Asia & Pacific,High income
AND,Andorra,Europe,2023,157072.0,67.01,329.0,1.0,79843,4120.586651303182,12.524579487243715,7.92821121,Europe & Central Asia,High income
AGO,Angola,Africa,2023,27819132.0,27.0,1858.0,8.0,35588996,52.20714852422361,0.22478858352733525,,Sub-Saharan Africa,Lower middle income
AIA,Anguilla,North America,2023,24604.0,65.38,0.0,0.0,15877,0.0,0.0,,,
ATG,Antigua and Barbuda,North America,2023,,,0.0,0.0,93772,0.0,0.0,,Latin America & Caribbean,High income
ARG,Argentina,South America,2023,116717853.0,76.69,153818.0,348.0,45510324,3379.8484932781407,7.646616622637096,,Latin America & Caribbean,Upper middle income
ARM,Armenia,Asia,2023,2256919.0,37.07,5843.0,67.0,2780472,2101.441769598831,24.09662819837783,,Europe & Central Asia,Upper middle income
ABW,Aruba,North America,2023,174898.0,79.24,472.0,12.0,106459,4433.6317267680515,112.71945068054369,,Latin America & Caribbean,High income
AUS,Australia,Oceania,2023,69686752.0,,1027494.0,6604.0,26177410,39251.17114336368,252.27858676622327,,East Asia & Pacific,High income
AUT,Austria,Europe,2023,20468731.0,74.76,403825.0,963.0,8939617,45172.516898654605,107.72273577268466,10.87779903,Europe & Central Asia,High income
AZE,Azerbaijan,Asia,2023,,,8361.0,347.0,10358078,807.196084061155,33.50042353417304,,Europe & Central Asia,Upper middle income
BHS,Bahamas,North America,2023,366359.0,40.73,656.0,13.0,409989,1600.0429279809946,31.708167780111175,,Latin America & Caribbean,High income
BHR,Bahrain,Asia,2023,,,0.0,0.0,1472237,0.0,0.0,,Middle East & North Africa,High income
BGD,Bangladesh,Asia,2023,361674660.0,83.06,9268.0,38.0,171186368,54.13982496550193,0.22198029226252408,,South Asia,Lower middle income
BRB,Barbados,North America,2023,384049.0,55.05,2279.0,25.0,281646,8091.717972206245,88.76390930458803,,Latin America & Caribbean,High income
BLR,Belarus,Europe,2023,22511000.0,67.28,0.0,0.0,9534956,0.0,0.0,,Europe & Central Asia,Upper middle income
BEL,Belgium,Europe,2023,31461345.0,78.68,169273.0,1099.0,11655923,14522.487837299543,94.28682739239098,,Europe & Central Asia,High income
BLZ,Belize,North America,2023,510717.0,54.63,1708.0,0.0,405285,4214.318319207471,0.0,,Latin America & Caribbean,Upper middle income
BEN,Benin,Africa,2023,,,51.0,0.0,13352864,3.8194053350651966,0.0,,Sub-Saharan Africa,Lower middle income
BMU,Bermuda,North America,2023,,,303.0,13.0,64207,4719.111623343249,202.47013565499088,,North America,High income
BTN,Bhutan,Asia,2023,,,166.0,0.0,782457,212.152233285663,0.0,,South Asia,Lower middle income
BOL,Bolivia,South America,2023,,,65355.0,105.0,12224114,5346.399747253666,8.589579580164255,,Latin America & Caribbean,Lower middle income
BES,Bonaire Sint Eustatius and Saba,North America,2023,,,206.0,2.0,27052,7614.9637734733105,73.9316871211001,,,
BIH,Bosnia and Herzegovina,Europe,2023,,,2548.0,158.0,3233530,787.9933076235569,48.863007301617735,,Europe & Central Asia,Upper middle income
BWA,Botswana,Africa,2023,3171667.0,63.24,2386.0,14.0,2630300,907.1208607383188,5.322586777173706,,Sub-Saharan Africa,Upper middle income
BRA,Brazil,South America,2023,486436436.0,81.82,1387584.0,9373.0,215313504,6444.481995890049,43.531872483018994,,Latin America & Caribbean,Upper middle income
VGB,British Virgin Islands,North America,2023,,,115.0,0.0,31332,3670.3689518702927,0.0,,Latin America & Caribbean,High income
BRN,Brunei,Asia,2023,1293100.0,99.49,62161.0,23.0,449002,138442.5904561672,51.22471614825769,,East Asia & Pacific,High income
BGR,Bulgaria,Europe,2023,4724199.0,30.64,42961.0,594.0,6781955,6334.60410751767,87.58536439713917,,Europe & Central Asia,High income
BFA,Burkina Faso,Africa,2023,7893609.0,23.08,103.0,5.0,22673764,4.542695249011148,0.22051918684520136,,Sub-Saharan Africa,Low income
BDI,Burundi,Africa,2023,42252.0,0.28,2515.0,0.0,12889583,195.11880252448816,0.0,,Sub-Saharan Africa,Low income
KHM,Cambodia,Asia,2023,47826645.0,87.63,519.0,0.0,16767851,30.95208801652639,0.0,,East Asia & Pacific,Lower middle income
CMR,Cameroon,Africa,2023,4880572.0,11.45,1144.0,9.0,27914542,40.982223530660114,0.32241259770624214,,Sub-Saharan Africa,Lower middle income
CAN,Canada,North America,2023,102123709.0,82.59,297851.0,6020.0,38454328,7745.578079013629,156.5493486194844,11.22370815,North America,High income
CPV,Cape Verde,Africa,2023,,,1284.0,5.0,593162,2164.670022691946,8.429400399890756,,Sub-Saharan Africa,Lower middle income
CYM,Cayman Islands,North America,2023,152148.0,88.32,0.0,0.0,68722,0.0,0.0,,Latin America & Caribbean,High income
CAF,Central African Republic,Africa,2023,3342248.0,44.54,80.0,0.0,5579148,14.339106974756719,0.0,,Sub-Saharan Africa,Low income
TCD,Chad,Africa,2023,9151765.0,28.33,49.0,0.0,17723312,2.764720273501928,0.0,,Sub-Saharan Africa,Low income
CHL,Chile,South America,2023,66864900.0,90.29,326818.0,2647.0,19603736,16671.21001833528,135.02528293586488,10.09532642,Latin America & Caribbean,High income
CHN,China,Asia,2023,3491077000.0,89.54,36877077.0,82898.0,1425887360,25862.54569224879,58.13783214965872,,East Asia & Pacific,Upper middle income
COL,Colombia,South America,2023,90931192.0,71.72,27655.0,651.0,51874028,533.1184229611011,12.549632737214855,7.69168758,Latin America & Caribbean,Upper middle income
COM,Comoros,Africa,2023,,,127.0,0.0,836783,151.77172576402722,0.0,,Sub-Saharan Africa,Lower middle income
COG,Congo,Africa,2023,,,150.0,3.0,5970430,25.12381855243257,0.5024763710486515,,Sub-Saharan Africa,Lower middle income
COK,Cook Islands,Oceania,2023,40854.0,86.47,578.0,1.0,17032,33936.12024424612,58.71301080319399,,,
CRI,Costa Rica,North America,2023,13576935.0,84.35,68865.0,294.0,5180836,13292.256307669264,56.747598264063946,,Latin America & Caribbean,Upper middle income
CIV,Cote d'Ivoire,Africa,2023,25263932.0,43.2,451.0,5.0,28160548,16.015313338362592,0.1775533629530221,,Sub-Saharan Africa,Lower middle income
HRV,Croatia,Europe,2023,5374628.0,55.87,47962.0,1172.0,4030361,11900.174698990984,290.7928098748474,,Europe & Central Asia,High income
CUB,Cuba,North America,2023,45622024.0,89.47,1767.0,0.0,11212198,157.59621797617203,0.0,,Latin America & Caribbean,Upper middle income
CUW,Curacao,North America,2023,260324.0,52.77,176.0,6.0,191173,920.6320976288492,31.385185146438044,,Latin America & Caribbean,High income
CYP,Cyprus,Europe,2023,1798610.0,72.11,46600.0,139.0,896007,52008.52225484846,155.13271659708016,,Europe & Central Asia,High income
CZE,Czechia,Europe,2023,19025550.0,65.71,169097.0,1255.0,10493990,16113.699365065148,119.59226185654838,8.53962803,Europe & Central Asia,High income
COD,Democratic Republic of Congo,Africa,2023,18808671.0,14.54,4268.0,6.0,99010216,43.10666285184147,0.06059980719565343,,Sub-Saharan Africa,Low income
DNK,Denmark,Europe,2023,14961517.0,80.11,50495.0,1781.0,5882259,8584.287091064843,302.77483531411997,9.41784573,Europe & Central Asia,High income
DJI,Djibouti,Africa,2023,442199.0,35.79,0.0,0.0,1120851,0.0,0.0,,Middle East & North Africa,Lower middle income
DMA,Dominica,North America,2023,,,287.0,0.0,72758,3944.583413507793,0.0,,Latin America & Caribbean,Upper middle income
DOM,Dominican Republic,North America,2023,16430339.0,54.6,2516.0,0.0,11228821,224.06626661873048,0.0,,Latin America & Caribbean,Upper middle income
TLS,East Timor,Asia,2023,2028798.0,59.77,72.0,0.0,1341298,53.67934642413543,0.0,,East Asia & Pacific,Lower middle income
ECU,Ecuador,South America,2023,39564195.0,79.11,27936.0,90.0,18001002,1551.9136101423687,4.999721682159693,,Latin America & Caribbean,Upper middle income
EGY,Egypt,Africa,2023,112673535.0,38.15,509.0,28.0,110990096,4.585994772001999,0.25227476152466793,,Middle East & North Africa,Lower middle income
SLV,El Salvador,North America,2023,,,51.0,0.0,6336393,8.048743188751075,0.0,,Latin America & Caribbean,Upper middle income
GNQ,Equatorial Guinea,Africa,2023,,,41.0,0.0,1674916,24.47883953583344,0.0,,Sub-Saharan Africa,Upper middle income
ERI,Eritrea,Africa,2023,,,0.0,0.0,3684041,0.0,0.0,,Sub-Saharan Africa,Low income
EST,Estonia,Europe,2023,2167635.0,65.05,14364.0,245.0,1326064,10832.056371336526,184.75729678205576,,Europe & Central Asia,High income
SWZ,Eswatini,Africa,2023,870205.0,35.56,1170.0,5.0,1201680,973.6369083283404,4.160841488582651,,Sub-Saharan Africa,Lower middle income
ETH,Ethiopia,Africa,2023,68856793.0,35.38,4021.0,2.0,123379928,32.59039022943829,0.016210092131031233,,Sub-Saharan Africa,Low income
FLK,Falkland Islands,South America,2023,,,0.0,0.0,3801,0.0,0.0,,,
FRO,Faroe Islands,Europe,2023,,,0.0,0.0,53117,0.0,0.0,,Europe & Central Asia,High income
FJI,Fiji,Oceania,2023,1555182.0,68.96,352.0,4.0,929769,378.5886601940912,4.302143865841946,3.57928777,East Asia & Pacific,Upper middle income
FIN,Finland,Europe,2023,13325665.0,78.46,43563.0,2710.0,5540745,7862.30010585219,489.1039020925886,,Europe & Central Asia,High income
FRA,France,Europe,2023,154493266.0,78.44,1007943.0,6318.0,67813000,14863.565982923628,93.16797664164687,,Europe & Central Asia,High income
GUF,French Guiana,South America,2023,,,265.0,0.0,304568,870.0848414803919,0.0,,,
PYF,French Polynesia,Oceania,2023,502952.0,60.99,1317.0,0.0,306292,4299.818473874603,0.0,,East Asia & Pacific,High income
GAB,Gabon,Africa,2023,572672.0,10.78,72.0,1.0,2388997,30.138170956263238,0.4185857077258783,,Sub-Saharan Africa,Upper middle income
GMB,Gambia,Africa,2023,1444492.0,19.93,40.0,0.0,2705995,14.781993314843524,0.0,,Sub-Saharan Africa,Low income
GEO,Georgia,Asia,2023,,,47803.0,243.0,3744385,12766.582496190964,64.89717269992268,,Europe & Central Asia,Upper middle income
DEU,Germany,Europe,2023,192221468.0,76.24,1195820.0,9241.0,83369840,14343.556374823316,110.84344170505784,11.79903221,Europe & Central Asia,High income
GHA,Ghana,Africa,2023,25624828.0,32.2,796.0,1.0,33475870,23.778321519351103,0.029872263215265205,,Sub-Saharan Africa,Lower middle income
GIB,Gibraltar,Europe,2023,,,275.0,3.0,32677,8415.705236098785,91.80769348471401,,Europe & Central Asia,High income
GRC,Greece,Europe,2023,22298982.0,73.63,547198.0,3445.0,10384972,52691.33128139393,331.7293489091737,,Europe & Central Asia,High income
GRL,Greenland,North America,2023,,,0.0,0.0,56494,0.0,0.0,,Europe & Central Asia,High income
GRD,Grenada,North America,2023,90686.0,31.11,33.0,0.0,125459,263.03413864290326,0.0,,Latin America & Caribbean,Upper middle income
GLP,Guadeloupe,North America,2023,,,3247.0,22.0,395762,8204.425892329227,55.58896508507639,,,
GUM,Guam,Oceania,2023,,,2349.0,8.0,171783,13674.228532509036,46.57038240105249,,East Asia & Pacific,High income
GTM,Guatemala,North America,2023,20362104.0,39.94,54663.0,211.0,17843914,3063.3974138185154,11.82475997138296,,Latin America & Caribbean,Upper middle income
GGY,Guernsey,Europe,2023,,,1532.0,7.0,63329,24191.128866711933,110.53387863380127,,,
GIN,Guinea,Africa,2023,12049511.0,42.24,361.0,2.0,13859349,26.04739948463669,0.14430692235255782,,Sub-Saharan Africa,Lower middle income
GNB,Guinea-Bissau,Africa,2023,920752.0,26.01,667.0,1.0,2105580,316.7773250125856,0.4749285232572498,,Sub-Saharan Africa,Low income
GUY,Guyana,South America,2023,960133.0,47.23,1679.0,13.0,808727,2076.1023188294694,16.074645708626026,,Latin America & Caribbean,High income
HTI,Haiti,North America,2023,680104.0,3.16,316.0,0.0,11585003,27.276643778167344,0.0,,Latin America & Caribbean,Lower middle income
HND,Honduras,North America,2023,17074861.0,56.11,9062.0,51.0,10432858,868.6018730438007,4.88840162494304,,Latin America & Caribbean,Lower middle income
HKG,Hong Kong,Asia,2023,20924351.0,90.83,,,7488863,,,,East Asia & Pacific,High income
HUN,Hungary,Europe,2023,,,45740.0,552.0,9967304,4589.004208158997,55.38107395941771,6.3573041,Europe & Central Asia,High income
ISL,Iceland,Europe,2023,,,2578.0,0.0,372903,6913.325985578019,0.0,8.99166012,Europe & Central Asia,High income
IND,India,Asia,2023,2206751639.0,67.18,336066.0,2668.0,1417173120,237.13828272441407,1.8826210872529108,,South Asia,Lower middle income
IDN,Indonesia,Asia,2023,448199860.0,63.51,105646.0,1435.0,275501344,383.46818373415994,5.2086860236877826,,East Asia & Pacific,Upper middle income
IRN,Iran,Asia,2023,155461757.0,66.16,64732.0,2084.0,88550568,731.0173323789409,23.534575181945755,,Middle East & North Africa,Upper middle income
IRQ,Iraq,Asia,2023,19557364.0,17.85,172.0,1.0,44496124,3.8655052291745684,0.022473867611480045,,Middle East & North Africa,Upper middle income
IRL,Ireland,Europe,2023,11145135.0,80.93,39189.0,1015.0,5023108,7801.743462414107,202.06613116819307,,Europe & Central Asia,High income
IMN,Isle of Man,Europe,2023,,,0.0,0.0,84534,0.0,0.0,,Europe & Central Asia,High income
ISR,Israel,Asia,2023,18649248.0,65.19,84854.0,681.0,9449000,8980.209545983702,72.0711186368928,,Middle East & North Africa,High income
ITA,Italy,Europe,2023,144608839.0,81.21,1601116.0,11412.0,59037472,27120.334691837754,193.30095977009313,8.51808929,Europe & Central Asia,High income
JAM,Jamaica,North America,2023,1528445.0,26.88,3855.0,135.0,2827382,1363.4521263840543,47.747350729402676,,Latin America & Caribbean,Upper middle income
JPN,Japan,Asia,2023,383747738.0,83.4,5537167.0,18881.0,123951696,44671.97447625081,152.32546717230878,,East Asia & Pacific,High income
JEY,Jersey,Europe,2023,266953.0,73.9,1005.0,15.0,110796,9070.7245748944,135.3839488790209,,,
JOR,Jordan,Asia,2023,,,0.0,0.0,11285875,0.0,0.0,,Middle East & North Africa,Lower middle income
KAZ,Kazakhstan,Asia,2023,38355605.0,54.79,10984.0,15.0,19397998,566.2440010561916,0.7732756751495695,,Europe & Central Asia,Upper middle income
KEN,Kenya,Africa,2023,23750431.0,20.53,1624.0,1.0,54027484,30.058775270749237,0.01850909807312145,,Sub-Saharan Africa,Lower middle income
KIR,Kiribati,Oceania,2023,219980.0,62.08,1655.0,11.0,131237,12610.772876551582,83.81782576559965,,East Asia & Pacific,Lower middle income
KWT,Kuwait,Asia,2023,8261221.0,78.39,3668.0,0.0,4268886,859.2405606521233,0.0,,Middle East & North Africa,High income
KGZ,Kyrgyzstan,Asia,2023,3661335.0,21.2,488.0,0.0,6630621,73.5979329839543,0.0,,Europe & Central Asia,Lower middle income
LAO,Laos,Asia,2023,,,1264.0,0.0,7529477,167.8735455331094,0.0,,East Asia & Pacific,Lower middle income
LVA,Latvia,Europe,2023,,,7182.0,454.0,1850654,3880.7902503655464,245.31868193622364,,Europe & Central Asia,High income
LBN,Lebanon,Asia,2023,,,17778.0,203.0,5489744,3238.402373589734,36.9780448778668,,Middle East & North Africa,Lower middle income
LSO,Lesotho,Africa,2023,1339097.0,40.68,1648.0,3.0,2305826,714.7113442211164,1.3010522042860129,,Sub-Saharan Africa,Lower middle income
LBR,Liberia,Africa,2023,,,40.0,0.0,5302690,7.54334120983878,0.0,,Sub-Saharan Africa,Low income
LBY,Libya,Africa,2023,3739158.0,18.15,148.0,0.0,6812344,21.725268130910596,0.0,,Middle East & North Africa,Upper middle income
