iso_code,location,continent,year,total_vaccinations,fully_vaccinated_per_hundred,new_cases,new_deaths,population,cases_per_million,deaths_per_million,health_spending_pct_gdp,region,income_group,vaccination_percentile,spending_percentile,mortality_percentile,exploratory_equity_index,rank
HUN,Hungary,Europe,2022,16701238.0,62.28,944089.0,10132.0,9967304,94718.59190810274,1016.5236256464134,6.68981791,Europe & Central Asia,High income,0.5597826086956522,0.5271739130434783,0.048913043478260865,0.3983695652173913,131
UGA,Uganda,Africa,2022,26299538.0,27.43,34799.0,350.0,47249588,736.4931943956846,7.407471997427787,4.39089251,Sub-Saharan Africa,Low income,0.20380434782608695,0.2608695652173913,0.8043478260869565,0.3982336956521739,132
NAM,Namibia,Africa,2022,972893.0,20.49,24181.0,471.0,2567024,9419.857391282669,183.48094914578127,9.29635525,Sub-Saharan Africa,Upper middle income,0.14673913043478262,0.8043478260869565,0.42934782608695654,0.3959239130434783,133
SWZ,Eswatini,Africa,2022,773579.0,28.47,9640.0,150.0,1201680,8022.102389987351,124.82524465747952,7.2226615,Sub-Saharan Africa,Lower middle income,0.21195652173913043,0.5869565217391305,0.5,0.39211956521739133,134
DJI,Djibouti,Africa,2022,338051.0,26.5,2122.0,0.0,1120851,1893.204359901539,0.0,2.49675012,Middle East & North Africa,Lower middle income,0.19021739130434784,0.03260869565217391,0.9864130434782609,0.38967391304347826,135
BLZ,Belize,North America,2022,501831.0,54.59,38174.0,96.0,405285,94190.50791418384,236.87035049409675,4.23173904,Latin America & Caribbean,Upper middle income,0.4945652173913043,0.21195652173913043,0.375,0.38804347826086955,136
VUT,Vanuatu,Oceania,2022,293584.0,40.31,12006.0,14.0,326744,36744.362559067646,42.846999485836,4.14742947,East Asia & Pacific,Lower middle income,0.33152173913043476,0.20108695652173914,0.6086956521739131,0.38206521739130433,137
HRV,Croatia,Europe,2022,5354058.0,55.84,568664.0,5236.0,4030361,141095.05327190293,1299.1392086217586,7.21545315,Europe & Central Asia,High income,0.5217391304347826,0.5760869565217391,0.005434782608695676,0.3804347826086957,138
GHA,Ghana,Africa,2022,21400939.0,27.43,29743.0,174.0,33475870,888.490724811633,5.1977737994561455,3.6993649,Sub-Saharan Africa,Lower middle income,0.20380434782608695,0.14673913043478262,0.8369565217391304,0.3794836956521739,139
MWI,Malawi,Africa,2022,6367571.0,15.16,17566.0,357.0,20405318,860.8540185455576,17.495439179139478,6.50023508,Sub-Saharan Africa,Low income,0.08695652173913043,0.5054347826086957,0.7065217391304348,0.377445652173913,140
YEM,Yemen,Asia,2022,1238962.0,2.25,1834.0,176.0,33696612,54.42683673955114,5.223077026260087,6.18666697,Middle East & North Africa,Low income,0.016304347826086956,0.4673913043478261,0.8315217391304348,0.3736413043478261,141
BEN,Benin,Africa,2022,4232541.0,20.54,3050.0,2.0,13352864,228.41541709703623,0.1497806013751057,2.67981386,Sub-Saharan Africa,Lower middle income,0.15760869565217392,0.04891304347826087,0.967391304347826,0.3733695652173913,142
MRT,Mauritania,Africa,2022,4066473.0,32.46,22975.0,135.0,4736146,4850.990657804889,28.50418884890795,4.48389912,Sub-Saharan Africa,Lower middle income,0.25,0.2717391304347826,0.6413043478260869,0.37282608695652175,143
SVK,Slovakia,Europe,2022,5754313.0,45.68,1033058.0,4405.0,5643455,183054.1751462535,780.5502125914,7.73064041,Europe & Central Asia,High income,0.3967391304347826,0.6684782608695652,0.08152173913043481,0.3701086956521739,144
GIN,Guinea,Africa,2022,8749048.0,23.77,7081.0,77.0,13859349,510.918658589231,5.555816510573476,3.95847702,Sub-Saharan Africa,Lower middle income,0.16847826086956522,0.1793478260869565,0.8206521739130435,0.36684782608695654,145
LBN,Lebanon,Asia,2022,5814699.0,43.98,510867.0,1717.0,5489744,93058.43769764128,312.76503968126747,5.73500204,Middle East & North Africa,Lower middle income,0.3695652173913043,0.42934782608695654,0.3097826086956522,0.3665760869565217,146
AZE,Azerbaijan,Asia,2022,13857111.0,46.94,211774.0,1722.0,10358078,20445.298828605075,166.247058575925,3.97840643,Europe & Central Asia,Upper middle income,0.41304347826086957,0.18478260869565216,0.44565217391304346,0.36576086956521736,147
DMA,Dominica,North America,2022,67647.0,42.14,9201.0,29.0,72758,126460.3205145826,398.5815992743066,6.31969738,Latin America & Caribbean,Upper middle income,0.358695652173913,0.4891304347826087,0.2717391304347826,0.36521739130434777,148
ETH,Ethiopia,Africa,2022,52509414.0,29.75,101346.0,678.0,123379928,821.4139985557456,5.495221232419588,2.85274577,Sub-Saharan Africa,Low income,0.22282608695652173,0.059782608695652176,0.8260869565217391,0.3630434782608696,149
KEN,Kenya,Africa,2022,23063539.0,20.05,61112.0,329.0,54027484,1131.128001444598,6.089493266056957,4.32603645,Sub-Saharan Africa,Lower middle income,0.125,0.2391304347826087,0.8152173913043479,0.36059782608695656,150
BRB,Barbados,North America,2022,380980.0,55.03,77886.0,308.0,281646,276538.63360388577,1093.5713626325244,6.29389191,Latin America & Caribbean,High income,0.5054347826086957,0.4782608695652174,0.03804347826086951,0.35842391304347826,151
KGZ,Kyrgyzstan,Asia,2022,3369942.0,20.53,19564.0,164.0,6630621,2950.553198561643,24.733731576574804,4.92258883,Europe & Central Asia,Lower middle income,0.15217391304347827,0.34782608695652173,0.6576086956521738,0.35271739130434776,152
CMR,Cameroon,Africa,2022,4003595.0,9.78,15317.0,114.0,27914542,548.7104176740568,4.083892904279067,4.47835922,Sub-Saharan Africa,Lower middle income,0.043478260869565216,0.266304347826087,0.8858695652173914,0.35190217391304346,153
AGO,Angola,Africa,2022,23701049.0,23.19,33928.0,183.0,35588996,953.3283827394288,5.142038848187793,2.92737579,Sub-Saharan Africa,Lower middle income,0.16304347826086957,0.08695652173913043,0.842391304347826,0.34782608695652173,154
JAM,Jamaica,North America,2022,1506682.0,26.3,60436.0,1001.0,2827382,21375.251027275408,354.03776355653395,7.77706337,Latin America & Caribbean,Upper middle income,0.18478260869565216,0.6793478260869565,0.2880434782608695,0.33940217391304345,155
SUR,Suriname,South America,2022,505699.0,38.49,30018.0,207.0,618046,48569.20035078295,334.92652650449963,5.91760969,Latin America & Caribbean,Upper middle income,0.30434782608695654,0.44565217391304346,0.29891304347826086,0.33804347826086956,156
ROU,Romania,Europe,2022,16827486.0,41.28,1502652.0,8805.0,19659270,76434.78114904571,447.88031295159993,5.7490139,Europe & Central Asia,High income,0.34782608695652173,0.43478260869565216,0.23369565217391308,0.3353260869565218,157
MKD,North Macedonia,Europe,2022,1862610.0,40.03,122279.0,1524.0,2093606,58405.92738079658,727.9306612610013,7.6204114,Europe & Central Asia,Upper middle income,0.3179347826086957,0.6467391304347826,0.09239130434782605,0.3324728260869565,158
MLI,Mali,Africa,2022,4468360.0,11.83,12757.0,90.0,22593598,564.6289714458052,3.9834292882435114,3.67284775,Sub-Saharan Africa,Low income,0.06521739130434782,0.14130434782608695,0.8913043478260869,0.3320652173913043,159
SLB,Solomon Islands,Oceania,2022,625956.0,35.12,21589.0,153.0,724272,29807.86223960059,211.2466034859832,4.82369328,East Asia & Pacific,Lower middle income,0.27717391304347827,0.33695652173913043,0.40760869565217395,0.33125,160
COD,Democratic Republic of Congo,Africa,2022,9988117.0,6.92,20026.0,257.0,99010216,202.26195648335928,2.5956917415471548,3.78614616,Sub-Saharan Africa,Low income,0.03260869565217391,0.16304347826086957,0.9130434782608696,0.32934782608695656,161
SEN,Senegal,Africa,2022,2709648.0,7.83,14547.0,78.0,17316452,840.068161768935,4.504386926374988,4.06358385,Sub-Saharan Africa,Lower middle income,0.03804347826086957,0.1956521739130435,0.8641304347826086,0.3252717391304348,162
TTO,Trinidad and Tobago,North America,2022,1580898.0,46.82,96938.0,1559.0,1531043,63315.00813497727,1018.2601011206086,6.43106365,Latin America & Caribbean,High income,0.4076086956521739,0.5,0.04347826086956519,0.3214673913043478,163
MDA,Moldova,Europe,2022,2266205.0,32.81,221751.0,1745.0,3272993,67751.74893438513,533.151155532566,6.96505404,Europe & Central Asia,Upper middle income,0.2554347826086957,0.5597826086956522,0.20108695652173914,0.3152173913043479,164
GUY,Guyana,South America,2022,953690.0,47.0,32962.0,244.0,808727,40757.88244982546,301.70873483882696,3.00636959,Latin America & Caribbean,High income,0.41847826086956524,0.09239130434782608,0.3315217391304348,0.3108695652173913,165
SDN,Sudan,Africa,2022,13711970.0,17.71,17405.0,1696.0,46874200,371.3130037419306,36.18195083862765,4.61874437,Sub-Saharan Africa,Low income,0.10869565217391304,0.29891304347826086,0.6195652173913043,0.30951086956521734,166
GNQ,Equatorial Guinea,Africa,2022,488738.0,12.78,3557.0,8.0,1674916,2123.6885909502325,4.776358933821159,2.91350007,Sub-Saharan Africa,Upper middle income,0.07065217391304347,0.07608695652173914,0.8532608695652174,0.30679347826086956,167
ZWE,Zimbabwe,Africa,2022,12222754.0,29.11,56198.0,750.0,16320539,3443.3911772154097,45.95436461994301,3.62880659,Sub-Saharan Africa,Lower middle income,0.21739130434782608,0.13043478260869565,0.5869565217391304,0.3065217391304348,168
IRQ,Iraq,Asia,2022,19552980.0,17.85,373061.0,1252.0,44496124,8384.123525006358,28.13728224957302,4.29332495,Middle East & North Africa,Upper middle income,0.11413043478260869,0.23369565217391305,0.6467391304347826,0.30380434782608695,169
COG,Congo,Africa,2022,833210.0,10.96,4974.0,19.0,5970430,833.1058231986641,3.1823503499747927,2.19224548,Sub-Saharan Africa,Lower middle income,0.059782608695652176,0.021739130434782608,0.9021739130434783,0.3029891304347826,170
GMB,Gambia,Africa,2022,815861.0,16.79,2450.0,30.0,2705995,905.3970905341658,11.086494986132642,3.41435836,Sub-Saharan Africa,Low income,0.09782608695652174,0.11956521739130435,0.7608695652173914,0.3021739130434783,171
GRD,Grenada,North America,2022,90507.0,31.07,13704.0,38.0,125459,109230.90412007108,302.8877960130401,4.94846392,Latin America & Caribbean,Upper middle income,0.24456521739130435,0.3532608695652174,0.32065217391304346,0.2945652173913043,172
SYR,Syria,Asia,2022,4940436.0,10.06,7372.0,292.0,22125242,333.1940956849195,13.197595759630564,4.15098715,Middle East & North Africa,Low income,0.04891304347826087,0.20652173913043478,0.7282608695652174,0.2921195652173913,173
GEO,Georgia,Asia,2022,2930677.0,34.08,884811.0,3386.0,3744385,236303.42499502588,904.2873529297868,7.25569582,Europe & Central Asia,Upper middle income,0.266304347826087,0.5978260869565217,0.05978260869565222,0.28722826086956527,174
LBY,Libya,Africa,2022,3716080.0,18.05,122458.0,796.0,6812344,17975.897870101686,116.84671237976238,4.65005827,Middle East & North Africa,Upper middle income,0.11956521739130435,0.30978260869565216,0.5163043478260869,0.2861413043478261,175
BIH,Bosnia and Herzegovina,Europe,2022,1924950.0,26.17,113244.0,2939.0,3233530,35021.787334584806,908.9137877180668,8.71644783,Europe & Central Asia,Upper middle income,0.1793478260869565,0.7445652173913043,0.05434782608695654,0.2831521739130435,176
BGR,Bulgaria,Europe,2022,4603029.0,30.59,546735.0,7508.0,6781955,80616.13502301328,1107.0554139624933,7.66357517,Europe & Central Asia,High income,0.2391304347826087,0.6630434782608695,0.03260869565217395,0.2831521739130435,176
DZA,Algeria,Africa,2022,15267442.0,14.43,54818.0,652.0,44903228,1220.8031012826073,14.52011423321281,3.6230433,Middle East & North Africa,Upper middle income,0.07608695652173914,0.125,0.7173913043478262,0.28070652173913047,178
GAB,Gabon,Africa,2022,572672.0,10.77,10109.0,19.0,2388997,4231.482919400904,7.953128446791687,2.85591531,Sub-Saharan Africa,Upper middle income,0.05434782608695652,0.06521739130434782,0.7934782608695652,0.27880434782608693,179
VCT,Saint Vincent and the Grenadines,North America,2022,72979.0,30.25,3678.0,37.0,103959,35379.33223674718,355.90954126145886,4.68767738,Latin America & Caribbean,Upper middle income,0.22826086956521738,0.32065217391304346,0.28260869565217395,0.26766304347826086,180
HTI,Haiti,North America,2022,510611.0,2.05,7938.0,94.0,11585003,685.1961971870011,8.113938339075096,3.20848918,Latin America & Caribbean,Lower middle income,0.010869565217391304,0.10326086956521739,0.782608695652174,0.2654891304347826,181
MDG,Madagascar,Africa,2022,2426238.0,6.84,17456.0,389.0,29611718,589.49636086633,13.136691359819109,3.25023246,Sub-Saharan Africa,Low income,0.02717391304347826,0.10869565217391304,0.7336956521739131,0.2595108695652174,182
PNG,Papua New Guinea,Oceania,2022,700257.0,3.0,10562.0,79.0,10142625,1041.3477773258894,7.788910661687679,2.61825109,East Asia & Pacific,Lower middle income,0.021739130434782608,0.03804347826086957,0.7989130434782609,0.2589673913043478,183
LCA,Saint Lucia,North America,2022,122977.0,30.56,16473.0,114.0,179872,91581.79149617504,633.7840241949831,5.01938295,Latin America & Caribbean,Upper middle income,0.23369565217391305,0.358695652173913,0.13586956521739135,0.23559782608695654,184
